timestamp,source,price
2024-10-28 15:42:18,DEX (Uniswap),2528.5924868766756
2024-10-28 15:42:18,CEX (Binance),2526.35
2024-10-28 15:42:19,DEX (Uniswap),2528.5924868766756
2024-10-28 15:42:19,CEX (Binance),2526.34
2024-10-28 15:42:21,DEX (Uniswap),2528.5924868766756
2024-10-28 15:42:21,CEX (Binance),2526.33
2024-10-28 15:42:22,DEX (Uniswap),2528.5924868766756
2024-10-28 15:42:22,CEX (Binance),2526.34
2024-10-28 15:42:24,DEX (Uniswap),2528.5924868766756
2024-10-28 15:42:24,CEX (Binance),2526.34
2024-10-28 15:42:25,DEX (Uniswap),2528.5924868766756
2024-10-28 15:42:25,CEX (Binance),2526.33
2024-10-28 15:42:27,DEX (Uniswap),2528.5924868766756
2024-10-28 15:42:27,CEX (Binance),2526.33
2024-10-28 15:42:28,DEX (Uniswap),2528.5924868766756
2024-10-28 15:42:28,CEX (Binance),2526.33
2024-10-28 15:42:30,DEX (Uniswap),2528.5924868766756
2024-10-28 15:42:30,CEX (Binance),2526.33
2024-10-28 15:42:31,DEX (Uniswap),2528.5924868766756
2024-10-28 15:42:31,CEX (Binance),2526.2
2024-10-28 15:42:33,DEX (Uniswap),2528.5924868766756
2024-10-28 15:42:33,CEX (Binance),2526.12
2024-10-28 15:42:34,DEX (Uniswap),2528.5924868766756
2024-10-28 15:42:34,CEX (Binance),2526.12
2024-10-28 15:42:36,DEX (Uniswap),2528.5924868766756
2024-10-28 15:42:36,CEX (Binance),2525.4
2024-10-28 15:42:37,DEX (Uniswap),2528.5924868766756
2024-10-28 15:42:37,CEX (Binance),2525.59
2024-10-28 15:42:39,DEX (Uniswap),2528.5924868766756
2024-10-28 15:42:39,CEX (Binance),2525.78
2024-10-28 15:42:40,DEX (Uniswap),2528.5924868766756
2024-10-28 15:42:40,CEX (Binance),2525.79
2024-10-28 15:42:42,DEX (Uniswap),2528.5924868766756
2024-10-28 15:42:42,CEX (Binance),2525.79
2024-10-28 15:42:44,DEX (Uniswap),2528.5924868766756
2024-10-28 15:42:44,CEX (Binance),2525.79
2024-10-28 15:42:45,DEX (Uniswap),2528.5924868766756
2024-10-28 15:42:45,CEX (Binance),2526.02
2024-10-28 15:42:47,DEX (Uniswap),2528.5924868766756
2024-10-28 15:42:47,CEX (Binance),2526.08
2024-10-28 15:42:48,DEX (Uniswap),2528.5924868766756
2024-10-28 15:42:48,CEX (Binance),2526.08
2024-10-28 15:42:50,DEX (Uniswap),2528.5924868766756
2024-10-28 15:42:50,CEX (Binance),2526.47
2024-10-28 15:42:51,DEX (Uniswap),2528.5924868766756
2024-10-28 15:42:51,CEX (Binance),2526.85
2024-10-28 15:42:53,DEX (Uniswap),2528.5924868766756
2024-10-28 15:42:53,CEX (Binance),2526.86
2024-10-28 15:42:54,DEX (Uniswap),2528.5924868766756
2024-10-28 15:42:54,CEX (Binance),2526.86
2024-10-28 15:42:56,DEX (Uniswap),2528.5924868766756
2024-10-28 15:42:56,CEX (Binance),2527.13
2024-10-28 15:42:57,DEX (Uniswap),2528.5924868766756
2024-10-28 15:42:57,CEX (Binance),2527.14
2024-10-28 15:42:59,DEX (Uniswap),2528.5924868766756
2024-10-28 15:42:59,CEX (Binance),2527.14
2024-10-28 15:43:01,DEX (Uniswap),2528.5924868766756
2024-10-28 15:43:01,CEX (Binance),2527.05
2024-10-28 15:43:02,DEX (Uniswap),2528.5924868766756
2024-10-28 15:43:02,CEX (Binance),2526.62
2024-10-28 15:43:04,DEX (Uniswap),2528.5924868766756
2024-10-28 15:43:04,CEX (Binance),2527.01
2024-10-28 15:43:05,DEX (Uniswap),2528.5924868766756
2024-10-28 15:43:05,CEX (Binance),2527.02
2024-10-28 15:43:07,DEX (Uniswap),2528.5924868766756
2024-10-28 15:43:07,CEX (Binance),2527.04
2024-10-28 15:43:08,DEX (Uniswap),2528.5924868766756
2024-10-28 15:43:08,CEX (Binance),2527.1
2024-10-28 15:43:10,DEX (Uniswap),2528.5924868766756
2024-10-28 15:43:10,CEX (Binance),2527.1
2024-10-28 15:43:11,DEX (Uniswap),2528.5924868766756
2024-10-28 15:43:11,CEX (Binance),2527.1
2024-10-28 15:43:13,DEX (Uniswap),2528.5924868766756
2024-10-28 15:43:13,CEX (Binance),2526.78
2024-10-28 15:43:14,DEX (Uniswap),2528.5924868766756
2024-10-28 15:43:14,CEX (Binance),2526.78
2024-10-28 15:43:16,DEX (Uniswap),2528.5924868766756
2024-10-28 15:43:16,CEX (Binance),2526.58
2024-10-28 15:43:17,DEX (Uniswap),2528.5924868766756
2024-10-28 15:43:17,CEX (Binance),2526.58
2024-10-28 15:43:19,DEX (Uniswap),2528.5924868766756
2024-10-28 15:43:19,CEX (Binance),2526.61
2024-10-28 15:43:21,DEX (Uniswap),2528.5924868766756
2024-10-28 15:43:21,CEX (Binance),2526.61
2024-10-28 15:43:22,DEX (Uniswap),2528.5924868766756
2024-10-28 15:43:22,CEX (Binance),2526.62
2024-10-28 15:43:24,DEX (Uniswap),2528.5924868766756
2024-10-28 15:43:24,CEX (Binance),2526.62
2024-10-28 15:43:25,DEX (Uniswap),2528.5924868766756
2024-10-28 15:43:25,CEX (Binance),2526.54
2024-10-28 15:43:27,DEX (Uniswap),2528.5924868766756
2024-10-28 15:43:27,CEX (Binance),2526.21
2024-10-28 15:43:28,DEX (Uniswap),2528.5924868766756
2024-10-28 15:43:28,CEX (Binance),2526.21
2024-10-28 15:43:30,DEX (Uniswap),2528.62433758403
2024-10-28 15:43:30,CEX (Binance),2526.21
2024-10-28 15:43:31,DEX (Uniswap),2528.62433758403
2024-10-28 15:43:31,CEX (Binance),2526.21
2024-10-28 15:43:33,DEX (Uniswap),2528.62433758403
2024-10-28 15:43:33,CEX (Binance),2526.21
2024-10-28 15:43:34,DEX (Uniswap),2528.62433758403
2024-10-28 15:43:34,CEX (Binance),2526.22
2024-10-28 15:43:36,DEX (Uniswap),2528.62433758403
2024-10-28 15:43:36,CEX (Binance),2526.22
2024-10-28 15:43:37,DEX (Uniswap),2528.62433758403
2024-10-28 15:43:37,CEX (Binance),2526.22
